DATEPRD,WELL_BORE_CODE,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DP_TUBING,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,BORE_WI_VOL,FLOW_KIND
2015-02-26,Well-E1,24.0,208.73589875,171.62574666666666,37.11015208333333,68.83074020833334,8.465377291666666,738.49,108413.19,622.56,,production
2015-02-27,Well-E1,18.94167,208.16032222777085,174.59275600214238,33.56756622562847,61.42844815207424,4.963594169125531,399.77,59444.09,424.37,,production
2015-02-28,Well-E1,0.0,214.94534,159.58578,55.35956,7.75266,28.93609,0.0,0.0,0.0,,production
2015-03-01,Well-E1,0.0,220.50093,158.60322,61.89771,7.56072,34.53308,0.0,0.0,0.0,,production
2015-03-02,Well-E1,0.0,225.38752,158.70719,66.68033,8.61528,38.70982,0.0,0.0,0.0,,production
2015-03-03,Well-E1,0.0,230.0927,160.06893,70.02377,7.03505,41.46242,0.0,0.0,0.0,,production
2015-03-04,Well-E1,0.0,225.52635,154.94634,70.58001,7.61693,42.53062,0.0,0.0,0.0,,production
2015-03-05,Well-E1,0.0,239.26119,162.05076,77.21043,8.45224,47.47894,0.0,0.0,0.0,,production
2015-03-06,Well-E1,0.0,243.17754,164.53654,78.641,8.41289,49.40415,0.0,0.0,0.0,,production
2015-03-07,Well-E1,0.0,247.13073,219.89757,27.23316,10.30383,21.40494,0.0,0.0,0.0,,production
2015-03-08,Well-E1,0.0,254.2578,178.60909,75.64871,12.17707,67.46015,0.0,0.0,0.0,,production
2015-03-09,Well-E1,0.0,264.9221,177.23771,87.68439,8.30259,76.19262,0.0,0.0,0.0,,production
2015-03-10,Well-E1,0.0,269.46578,178.50755,90.95823,9.55393,79.52062,0.0,0.0,0.0,,production
2015-03-11,Well-E1,0.0,272.23795,179.27823,92.95972,8.79024,81.5111,0.0,0.0,0.0,,production
2015-03-12,Well-E1,0.0,275.01941,180.0614,94.95801,8.51107,83.47175,0.0,0.0,0.0,,production
2015-03-13,Well-E1,0.0,277.66525,180.78009,96.88516,7.72564,85.39279,0.0,0.0,0.0,,production
2015-03-14,Well-E1,0.0,280.23073,181.44751,98.78322,8.07467,87.30879,0.0,0.0,0.0,,production
2015-03-15,Well-E1,0.0,282.77074,182.07665,100.69409,8.81708,89.17447,0.0,0.0,0.0,,production
2015-03-16,Well-E1,0.0,284.84795,182.59318,102.25477,8.81675,83.4646,0.0,0.0,0.0,,production
2015-03-17,Well-E1,0.0,286.79664,183.05713,103.73951,9.18422,79.28421,0.0,0.0,0.0,,production
2015-03-18,Well-E1,8.20833,269.11540343619225,231.80387371243603,37.31152972375623,47.53964051783981,18.62322461833284,91.76,13339.36,411.9,,production
2015-03-19,Well-E1,24.0,260.26414208333335,222.06209,38.202052083333335,68.47460083333333,21.497035208333333,216.14,31636.31,1040.42,,production
2015-03-20,Well-E1,24.0,252.94637354166667,211.75848625,41.18788729166667,70.30414104166667,24.5238475,222.87,32483.8,1131.36,,production
2015-03-21,Well-E1,24.0,246.4192775,203.14407625,43.27520125,72.432070625,24.557435208333334,225.74,32819.07,1066.04,,production
2015-03-22,Well-E1,24.0,241.94698625,198.65807604166667,43.288910208333334,59.767807291666664,14.723960625,385.1,58378.5,759.09,,production
2015-03-23,Well-E1,24.0,238.19819416666667,196.34660166666666,41.8515925,65.73708395833333,13.361014166666667,342.99,53457.1,698.06,,production
2015-03-24,Well-E1,24.0,235.28940333333333,194.72170833333334,40.567695,68.67021916666667,12.08266125,355.76,54800.79,798.3,,production
2015-03-25,Well-E1,24.0,232.31109729166667,192.60147916666668,39.709618125,69.84208708333334,11.072131875,447.87,67646.23,898.3,,production
2015-03-26,Well-E1,24.0,223.934705625,184.03750395833333,39.89720166666667,75.16789791666666,8.737491666666667,609.35,89538.88,872.75,,production
2015-03-27,Well-E1,24.0,220.574520625,182.846191875,37.72832875,71.9744825,6.664692083333334,618.61,89062.1,854.72,,production
2015-03-28,Well-E1,24.0,217.49070791666668,181.02717583333333,36.463532083333334,68.1361775,6.9929483333333335,565.02,75662.72,781.51,,production
2015-03-29,Well-E1,24.0,214.86722795454546,179.8331609090909,35.03406704545455,72.43252159090909,6.4257172727272724,550.72,79169.64,757.13,,production
2015-03-30,Well-E1,24.0,212.16489553191488,177.8845192819149,34.28037625,72.81056625,5.298848541666667,624.44,90173.3,779.34,,production
2015-03-31,Well-E1,24.0,208.36728833333333,175.392838125,32.97445020833333,73.4941675,4.234798541666667,622.85,88513.65,758.52,,production
2015-04-01,Well-E1,6.45833,211.3002012316342,182.84436683506416,28.455834396570012,34.81366962093916,0.5228182270648913,57.52,8421.71,72.16,,production
2015-04-02,Well-E1,0.0,221.50748,179.76736,41.74012,9.68555,13.98829,0.0,0.0,0.0,,production
2015-04-03,Well-E1,0.0,226.78803,178.35121,48.43682,10.28203,18.53238,0.0,0.0,0.0,,production
2015-04-04,Well-E1,0.0,231.51984,178.23134,53.2885,8.9459,21.59866,0.0,0.0,0.0,,production
2015-04-05,Well-E1,0.0,236.02805,176.22251,59.80554,8.63144,28.0221,0.0,0.0,0.0,,production
2015-04-06,Well-E1,0.0,237.97971,167.80814,70.17157,9.63887,40.14964,0.0,0.0,0.0,,production
2015-04-07,Well-E1,0.0,241.96507,158.18888,83.77619,9.59993,54.24214,0.0,0.0,0.0,,production
2015-04-08,Well-E1,0.0,256.40511,162.28033,94.12478,10.69959,64.87361,0.0,0.0,0.0,,production
2015-04-09,Well-E1,0.0,263.09583,164.77914,98.31669,8.07704,69.24425,0.0,0.0,0.0,,production
2015-04-10,Well-E1,0.0,266.31389,166.05548,100.25841,8.4483,71.28183,0.0,0.0,0.0,,production
2015-04-11,Well-E1,0.0,269.16948,167.1966,101.97288,8.78456,73.17026,0.0,0.0,0.0,,production
2015-04-12,Well-E1,0.0,272.00976,168.23407,103.77569,8.04851,74.80355,0.0,0.0,0.0,,production
2015-04-13,Well-E1,0.0,274.89513,169.2723,105.62283,8.82124,76.6946,0.0,0.0,0.0,,production
2015-04-14,Well-E1,0.0,277.40052,170.07287,107.32765,8.98024,78.31288,0.0,0.0,0.0,,production
2015-04-15,Well-E1,0.0,280.04648,170.96165,109.08483,10.29142,79.84355,0.0,0.0,0.0,,production
2015-04-16,Well-E1,0.0,282.62721,171.79532,110.83189,11.49064,81.57604,0.0,0.0,0.0,,production
2015-04-17,Well-E1,0.0,285.05341,172.43634,112.61707,12.19857,83.16399,0.0,0.0,0.0,,production
2015-04-18,Well-E1,0.0,287.4565,173.12126,114.33524,12.45519,84.95263,0.0,0.0,0.0,,production
2015-04-19,Well-E1,0.0,289.77927,173.71621,116.06306,12.3037,86.59386,0.0,0.0,0.0,,production
2015-04-20,Well-E1,16.375,275.58731473282444,238.97582465648856,36.611490076335876,31.72141961832061,18.501988167938933,81.91,11892.81,490.87,,production
2015-04-21,Well-E1,24.0,262.8739525,229.99672958333332,32.87722291666667,74.117049375,20.16099,172.87,25443.87,1263.33,,production
2015-04-22,Well-E1,24.0,253.767355625,216.692483125,37.0748725,76.61395916666666,21.688651041666667,268.47,39276.35,1093.31,,production
2015-04-23,Well-E1,24.0,248.85294395833333,209.48844395833333,39.3645,72.49167791666666,15.133004166666666,320.34,46340.29,879.08,,production
2015-04-24,Well-E1,24.0,246.51121979166666,206.76545333333334,39.745766458333335,66.226455,10.816299583333333,318.85,46150.43,877.01,,production
2015-04-25,Well-E1,24.0,243.69955270833333,204.34766729166665,39.35188541666667,67.09281125,10.419662708333334,340.53,49280.04,822.81,,production
2015-04-26,Well-E1,24.0,241.28773604166668,202.55864520833333,38.72909083333333,67.04715145833333,9.821548958333333,339.92,49138.37,770.94,,production
2015-04-27,Well-E1,24.0,236.87078895833332,198.18931541666666,38.68147354166667,70.35926645833334,9.703193333333333,396.95,57219.1,899.34,,production
2015-04-28,Well-E1,24.0,232.02757208333333,194.032926875,37.99464520833333,71.303924375,8.996435833333333,443.99,63898.13,911.0,,production
2015-04-29,Well-E1,24.0,224.94327354166666,187.74535916666667,37.197914375,76.52687270833333,8.284603958333333,574.96,82467.28,814.2,,production
2015-04-30,Well-E1,24.0,219.36683541666667,183.723598125,35.643237291666665,77.13500020833334,6.733651875,607.87,87181.43,921.11,,production
2015-05-01,Well-E1,24.0,213.64069333333333,179.56738291666667,34.073310416666665,77.72017854166667,5.308860625,664.96,94868.52,926.26,,production
2015-05-02,Well-E1,24.0,210.47946729166668,178.23948041666668,32.239986875,76.67961416666667,3.5803683333333334,621.12,88495.68,868.75,,production
2015-05-03,Well-E1,9.70833,209.44214019944727,178.18448286545677,31.2576573339905,75.01007179070963,2.6778549532205846,211.5,30482.87,298.81,,production
2015-05-04,Well-E1,0.0,222.56429,156.41145,66.15284,10.5823,37.25862,0.0,0.0,0.0,,production
2015-05-05,Well-E1,0.0,228.48689,158.35347,70.13342,9.77459,57.94657,0.0,0.0,0.0,,production
2015-05-06,Well-E1,0.0,233.35057,159.00236,74.34821,9.15764,72.73139,0.0,0.0,0.0,,production
2015-05-07,Well-E1,0.0,237.828,157.31718,80.51082,10.10663,79.06124,0.0,0.0,0.0,,production
2015-05-08,Well-E1,0.0,243.55864,154.77495,88.78369,10.24014,87.42538,0.0,0.0,0.0,,production
2015-05-09,Well-E1,0.0,255.88421,159.05033,96.83388,9.68749,95.61401,0.0,0.0,0.0,,production
2015-05-10,Well-E1,0.0,261.71623,161.41416,100.30207,10.09624,95.37836,0.0,0.0,0.0,,production
2015-05-11,Well-E1,0.0,265.16785,162.71829,102.44956,10.10935,95.04456,0.0,0.0,0.0,,production
2015-05-12,Well-E1,0.0,268.49913,164.01483,104.4843,9.8837,97.05538,0.0,0.0,0.0,,production
2015-05-13,Well-E1,0.0,271.38147,165.13948,106.24199,11.14813,86.78873,0.0,0.0,0.0,,production
2015-05-14,Well-E1,0.0,274.26646,166.21195,108.05451,11.49063,78.96014,0.0,0.0,0.0,,production
2015-05-15,Well-E1,0.0,276.84253,167.1379,109.70463,10.60181,80.60908,0.0,0.0,0.0,,production
2015-05-16,Well-E1,0.0,279.08051,167.89177,111.18874,9.98489,82.08995,0.0,0.0,0.0,,production
2015-05-17,Well-E1,0.0,281.34986,168.64921,112.70065,11.09998,83.6044,0.0,0.0,0.0,,production
2015-05-18,Well-E1,0.0,283.69139,169.39794,114.29345,9.37391,85.18898,0.0,0.0,0.0,,production
2015-05-19,Well-E1,0.0,285.93758,170.12594,115.81164,9.06502,86.6956,0.0,0.0,0.0,,production
2015-05-20,Well-E1,0.0,287.89102,170.73218,117.15884,11.1336,88.0611,0.0,0.0,0.0,,production
2015-05-21,Well-E1,0.0,289.6236,171.23626,118.38734,11.21557,89.30303,0.0,0.0,0.0,,production
2015-05-22,Well-E1,7.375,264.55074338983053,235.4514866101695,29.099256779661015,66.36111644067796,12.029144406779661,143.08,20890.14,228.12,,production
2015-05-23,Well-E1,24.0,249.19537208333333,220.21617979166666,28.979192291666667,83.420484375,6.574285208333333,502.61,76174.53,768.26,,production
2015-05-24,Well-E1,24.0,235.034919375,199.96609875,35.068820625,78.99747520833333,5.730275625,537.12,78842.94,864.41,,production
2015-05-25,Well-E1,24.0,233.43053645833334,197.15619604166668,36.27434041666667,74.119439375,7.481208958333333,504.77,74291.45,803.3,,production
2015-05-26,Well-E1,24.0,232.597249375,197.78529166666667,34.81195770833333,70.58330666666667,6.0599895833333335,353.36,51937.64,762.44,,production
2015-05-27,Well-E1,20.0,232.83395479166666,200.6650975,32.16885729166667,56.42825229166667,3.4820341666666668,294.17,43076.57,647.12,,production
2015-05-28,Well-E1,0.0,238.9297728373548,210.2404890341356,28.689283803219176,13.532585126778741,0.025435921766399062,0.0,0.0,0.0,,production
2015-05-29,Well-E1,0.0,246.97714,187.04428,59.93286,10.31874,31.27355,0.0,0.0,0.0,,production
2015-05-30,Well-E1,0.0,250.83245,173.19047,77.64198,11.49658,48.98669,0.0,0.0,0.0,,production
2015-05-31,Well-E1,0.0,256.60576,167.86521,88.74055,12.12503,60.08323,0.0,0.0,0.0,,production
2015-06-01,Well-E1,0.0,267.09989,170.83633,96.26356,10.48793,67.58099,0.0,0.0,0.0,,production
2015-06-02,Well-E1,0.0,272.30002,172.63946,99.66056,9.23777,70.95278,0.0,0.0,0.0,,production
2015-06-03,Well-E1,0.0,275.18273,173.65379,101.52894,11.69984,72.84548,0.0,0.0,0.0,,production
2015-06-04,Well-E1,0.0,277.79339,174.52107,103.27232,12.5973,74.60143,0.0,0.0,0.0,,production
2015-06-05,Well-E1,0.0,280.27693,175.3202,104.95673,13.01416,76.27273,0.0,0.0,0.0,,production
2015-06-06,Well-E1,0.0,282.43,175.97775,106.45225,11.14448,77.76049,0.0,0.0,0.0,,production
2015-06-07,Well-E1,0.0,284.31224,176.61208,107.70016,12.14386,101.21792,0.0,0.0,0.0,,production
2015-06-08,Well-E1,0.0,286.12228,177.14967,108.97261,12.90018,102.43381,0.0,0.0,0.0,,production
2015-06-09,Well-E1,0.0,287.87222,177.61312,110.2591,13.89576,103.69155,0.0,0.0,0.0,,production
2015-06-10,Well-E1,0.0,289.51674,178.05925,111.45749,14.11705,97.87052,0.0,0.0,0.0,,production
2015-06-11,Well-E1,10.44986,272.69063377042374,239.0701156996936,33.620518070730135,43.10506678363155,16.67657233011734,83.28,12120.39,435.49,,production
2015-06-12,Well-E1,24.0,259.989081875,226.55001625,33.439065625,74.2487475,5.694804375,212.85,31054.74,1287.37,,production
2015-06-13,Well-E1,24.0,253.84501875,217.27801729166666,36.56700145833333,74.56848708333334,8.827325416666667,256.04,36917.37,1013.18,,production
2015-06-14,Well-E1,24.0,251.02736666666667,212.33480625,38.692560416666666,67.97954229166666,10.960642291666666,235.07,34214.48,746.84,,production
2015-06-15,Well-E1,24.0,248.76812333333334,209.87778375,38.890339583333336,66.47582645833333,11.152949375,240.06,34789.31,703.21,,production
2015-06-16,Well-E1,24.0,246.559396875,208.353694375,38.2057025,63.713067083333335,10.496157291666666,245.4,35542.65,603.86,,production
2015-06-17,Well-E1,24.0,245.20212645833334,207.843325625,37.35880083333333,60.13051,9.604126458333333,221.41,32378.43,550.44,,production
2015-06-18,Well-E1,24.0,243.781339375,207.08969375,36.691645625,62.83206270833333,8.92555,223.27,32481.18,544.72,,production
2015-06-19,Well-E1,24.0,242.22255375,206.11444666666668,36.10810708333333,63.52119208333333,8.345849791666666,229.63,34081.21,554.54,,production
2015-06-20,Well-E1,24.0,240.637585,205.19208104166665,35.44550395833333,63.16937229166667,7.6917225,219.05,32411.65,556.43,,production
2015-06-21,Well-E1,24.0,239.84811166666665,205.37853979166667,34.469571875,62.14482604166667,6.70292375,204.65,30485.3,535.84,,production
2015-06-22,Well-E1,24.0,238.53256041666666,203.96021104166667,34.572349375,64.54508916666667,6.8125310416666665,211.31,31255.55,548.94,,production
2015-06-23,Well-E1,24.0,234.81089625,199.12921395833334,35.68168229166667,70.45132104166667,7.941432916666667,337.64,49947.53,745.74,,production
2015-06-24,Well-E1,24.0,228.969281875,192.65277833333334,36.31650354166667,74.713625625,8.626054375,422.22,62161.12,822.75,,production
2015-06-25,Well-E1,24.0,226.21517875,191.41039625,34.8047825,73.23425770833333,7.137094375,387.93,57124.89,710.71,,production
2015-06-26,Well-E1,24.0,224.20622208333333,190.42839395833334,33.777828125,72.32137625,5.958871458333333,446.62,65355.84,765.45,,production
2015-06-27,Well-E1,24.0,221.04118625,187.73526645833334,33.30591979166667,73.68287583333333,4.773925208333333,435.55,63621.32,747.14,,production
2015-06-28,Well-E1,24.0,218.23680395833333,185.8359775,32.400826458333334,72.15043604166667,3.9133764583333335,451.91,66072.21,751.35,,production
2015-06-29,Well-E1,24.0,213.81011541666666,181.86936,31.940755416666665,75.97423354166666,3.602936875,635.31,91315.49,973.87,,production
2015-06-30,Well-E1,24.0,207.21897625,176.36229833333334,30.856677916666666,77.12882083333334,3.123494583333333,645.3,92006.82,950.82,,production
2015-07-01,Well-E1,3.29167,211.1208998199698,183.43514342297374,27.685756396996055,41.20551324613342,0.4916317095577625,15.53,2297.31,26.37,,production
2015-07-02,Well-E1,0.0,223.99663,175.68646,48.31017,16.35778,21.77518,0.0,0.0,0.0,,production
2015-07-03,Well-E1,0.0,229.86293,174.75257,55.11036,15.76493,27.63878,0.0,0.0,0.0,,production
2015-07-04,Well-E1,0.0,234.76017,171.15893,63.60124,15.62738,36.17894,0.0,0.0,0.0,,production
2015-07-05,Well-E1,0.0,238.99814,166.09041,72.90773,14.33306,45.42414,0.0,0.0,0.0,,production
2015-07-06,Well-E1,0.0,243.32731,160.62851,82.6988,16.02325,55.07803,0.0,0.0,0.0,,production
2015-07-07,Well-E1,0.0,250.52107,157.46286,93.05821,15.4112,65.53056,0.0,0.0,0.0,,production
2015-07-08,Well-E1,0.0,261.36341,161.25494,100.10847,15.38699,72.48338,0.0,0.0,0.0,,production
2015-07-09,Well-E1,0.0,266.49146,163.2446,103.24686,13.98956,75.71876,0.0,0.0,0.0,,production
2015-07-10,Well-E1,0.0,269.73974,164.43598,105.30376,14.19325,77.85825,0.0,0.0,0.0,,production
2015-07-11,Well-E1,0.0,272.55195,165.44739,107.10456,14.17334,79.62991,0.0,0.0,0.0,,production
2015-07-12,Well-E1,0.0,275.27803,166.44787,108.83016,14.49532,81.21979,0.0,0.0,0.0,,production
2015-07-13,Well-E1,0.0,277.84871,167.34561,110.5031,15.64473,82.72851,0.0,0.0,0.0,,production
2015-07-14,Well-E1,0.0,280.2404,168.15056,112.08984,16.73143,83.87015,0.0,0.0,0.0,,production
2015-07-15,Well-E1,0.0,282.43256,168.89746,113.5351,17.00184,85.41312,0.0,0.0,0.0,,production
2015-07-16,Well-E1,0.0,284.58403,169.59332,114.99071,17.19242,86.89378,0.0,0.0,0.0,,production
2015-07-17,Well-E1,0.0,286.92993,170.34199,116.58794,15.56454,88.8537,0.0,0.0,0.0,,production
2015-07-18,Well-E1,0.0,288.93574,170.95993,117.97581,13.5421,90.35124,0.0,0.0,0.0,,production
2015-07-19,Well-E1,0.0,290.72391,171.55488,119.16903,13.93385,91.64385,0.0,0.0,0.0,,production
2015-07-20,Well-E1,0.0,292.30133,172.03743,120.2639,14.78841,92.88181,0.0,0.0,0.0,,production
2015-07-21,Well-E1,0.0,293.68891,173.86718,119.82173,13.98936,91.92279,0.0,0.0,0.0,,production
2015-07-22,Well-E1,22.375,268.87922223463687,240.5757453631285,28.30347687150838,64.06441329608938,10.206929888268157,110.7,16834.25,1201.2,,production
2015-07-23,Well-E1,24.0,257.85251666666665,228.91118708333335,28.941329583333335,73.50684520833333,1.6543891666666666,165.82,25057.07,1349.74,,production
2015-07-24,Well-E1,24.0,248.65667520833333,216.19297333333333,32.463701875,77.29776354166667,4.816654375,264.65,39858.61,1152.34,,production
2015-07-25,Well-E1,24.0,248.31586041666668,213.89819875,34.41766166666667,70.60238708333333,7.17167625,204.35,30789.46,744.25,,production
2015-07-26,Well-E1,24.0,245.78944583333333,211.31430354166667,34.475142291666664,69.98886604166667,7.227362291666667,229.61,34487.65,733.71,,production
2015-07-27,Well-E1,24.0,243.75554895833332,209.60083833333334,34.154710625,68.88128833333333,6.910010416666666,227.7,34207.25,677.96,,production
2015-07-28,Well-E1,24.0,242.07917833333335,208.54417083333334,33.5350075,67.50427354166666,6.282735625,223.78,33825.26,670.66,,production
2015-07-29,Well-E1,24.0,241.09512708333332,208.54715354166666,32.547973541666664,65.37487104166667,5.283467916666667,182.64,27538.19,580.04,,production
2015-07-30,Well-E1,24.0,240.00802666666667,207.54031979166666,32.467706875,65.544608125,5.197388125,201.69,30240.3,609.11,,production
2015-07-31,Well-E1,24.0,237.15612916666666,204.26667291666666,32.88945625,67.56170979166667,5.459842916666667,267.48,40043.61,708.88,,production
2015-08-01,Well-E1,24.0,231.56996875,197.85706104166667,33.71290770833333,68.344095,5.977568125,350.0,52296.95,826.33,,production
2015-08-02,Well-E1,24.0,229.023134375,196.68528833333335,32.337846041666666,67.77410708333333,4.700881458333333,322.99,48064.42,713.45,,production
2015-08-03,Well-E1,24.0,225.78627145833335,193.70706833333332,32.079203125,73.14789625,3.928983125,384.65,57758.9,819.92,,production
2015-08-04,Well-E1,24.0,220.49977104166666,188.26696145833333,32.232809583333335,73.74903229166667,3.89781375,443.81,66824.44,844.98,,production
2015-08-05,Well-E1,24.0,213.10862104166668,182.84996333333333,30.258657708333335,72.729213125,5.831541875,732.83,107840.05,1146.74,,production
2015-08-06,Well-E1,24.0,208.739611875,179.0728775,29.666734375,75.582770625,2.3916229166666665,583.05,86709.92,875.53,,production
2015-08-07,Well-E1,3.79167,210.43508587767394,183.60699252804173,26.82809334963222,71.09571974955627,1.1971883544717763,53.69,8197.91,107.08,,production
2015-08-08,Well-E1,0.0,224.06833,160.31936,63.74897,16.51048,43.91188,0.0,0.0,0.0,,production
2015-08-09,Well-E1,0.0,229.90704,160.27097,69.63607,15.27238,50.85825,0.0,0.0,0.0,,production
2015-08-10,Well-E1,0.0,234.76256,156.92187,77.84069,15.79315,59.50032,0.0,0.0,0.0,,production
2015-08-11,Well-E1,0.0,239.63926,152.92613,86.71313,15.59189,68.71551,0.0,0.0,0.0,,production
2015-08-12,Well-E1,0.0,251.34654,156.56471,94.78183,15.5241,76.9464,0.0,0.0,0.0,,production
2015-08-13,Well-E1,0.0,258.84638,159.64563,99.20075,15.32782,81.37939,0.0,0.0,0.0,,production
2015-08-14,Well-E1,0.0,262.69467,161.25908,101.43559,16.61291,83.71782,0.0,0.0,0.0,,production
2015-08-15,Well-E1,0.0,266.10566,162.62465,103.48101,16.55525,85.79007,0.0,0.0,0.0,,production
2015-08-16,Well-E1,0.0,269.28851,163.90742,105.38109,17.44663,87.4463,0.0,0.0,0.0,,production
2015-08-17,Well-E1,0.0,272.29436,165.03736,107.257,18.07943,89.03614,0.0,0.0,0.0,,production
2015-08-18,Well-E1,0.0,274.82665,165.90501,108.92164,17.40226,90.02927,0.0,0.0,0.0,,production
2015-08-19,Well-E1,0.0,277.31133,166.75764,110.55369,17.26444,90.70273,0.0,0.0,0.0,,production
2015-08-20,Well-E1,0.0,280.00644,167.69037,112.31607,16.50929,91.51259,0.0,0.0,0.0,,production
2015-08-21,Well-E1,0.0,282.40254,223.08856,59.31398,16.10424,43.05608,0.0,0.0,0.0,,production
2015-08-22,Well-E1,0.0,284.68249,284.68249,0.0,16.73916,0.0003,0.0,0.0,0.0,,production
2015-08-23,Well-E1,0.0,286.52985,286.52985,0.0,17.80597,0.0,0.0,0.0,0.0,,production
2015-08-24,Well-E1,0.0,288.06882,288.06882,0.0,17.93014,8e-05,0.0,0.0,0.0,,production
2015-08-25,Well-E1,0.0,289.66053,283.8329,5.82763,26.04349,1.00877,0.0,0.0,0.0,,production
2015-08-26,Well-E1,0.0,291.14248,286.34803,4.79445,28.18145,0.22982,0.0,0.0,0.0,,production
2015-08-27,Well-E1,0.0,292.63753,292.63515,0.00238,14.91002,0.04416,0.0,0.0,0.0,,production
2015-08-28,Well-E1,0.0,293.82104,293.8004,0.02064,14.04657,0.02064,0.0,0.0,0.0,,production
2015-08-29,Well-E1,0.0,281.83009,281.78627,0.04382,14.6915,0.04382,0.0,0.0,0.0,,production
2015-08-30,Well-E1,0.0,295.93864,295.88507,0.05357,14.51663,0.05357,0.0,0.0,0.0,,production
2015-08-31,Well-E1,0.0,296.51084,296.51084,0.0,15.40851,14.25916,0.0,0.0,0.0,,production
2015-09-01,Well-E1,0.0,297.82594,296.76142,1.06452,23.1032,27.57257,0.0,0.0,0.0,,production
2015-09-02,Well-E1,0.0,298.74156,275.28556,23.456,21.60964,5.36571,0.0,0.0,0.0,,production
2015-09-03,Well-E1,0.0,297.71153,204.62907,93.08246,19.64031,63.31851,0.0,0.0,0.0,,production
2015-09-04,Well-E1,16.15833,277.58874137946185,244.13986830098779,33.44887307847407,58.74552662602509,9.027847477715829,176.51,27383.9,933.81,,production
2015-09-05,Well-E1,24.0,265.45919291666667,231.90520854166667,33.553984375,78.65593833333334,6.861887083333333,291.3,44064.48,1417.15,,production
2015-09-06,Well-E1,24.0,258.20136104166664,222.72154770833333,35.47981333333333,76.71006166666666,8.779020833333334,344.41,51698.11,1068.6,,production
2015-09-07,Well-E1,24.0,253.93391770833333,217.28541208333334,36.648505625,73.61219854166667,9.976605625,360.29,53948.96,983.35,,production
2015-09-08,Well-E1,24.0,250.72906541666666,214.03285625,36.69620916666667,71.531215,10.044035,369.91,55458.25,855.05,,production
2015-09-09,Well-E1,24.0,247.680291875,211.45257125,36.227720625,70.84700666666667,9.5660325,370.14,55321.24,818.86,,production
2015-09-10,Well-E1,24.0,245.182115625,209.83790458333334,35.34421104166667,69.52464104166667,8.693740208333333,355.61,53158.57,754.21,,production
2015-09-11,Well-E1,24.0,243.31998416666667,209.22841291666666,34.09157125,67.37387541666666,7.43589875,334.51,50330.73,706.99,,production
2015-09-12,Well-E1,24.0,239.65695458333334,205.5562525,34.10070208333333,71.44295145833334,7.377876041666667,397.18,58900.62,858.09,,production
2015-09-13,Well-E1,24.0,235.341391875,201.878021875,33.46337,70.46284833333333,6.753859791666667,411.79,60948.22,840.38,,production
2015-09-14,Well-E1,24.0,232.74826645833335,200.32935645833334,32.41891,71.87909291666666,5.63909,427.44,64121.63,817.92,,production
2015-09-15,Well-E1,24.0,228.46513104166667,196.544505,31.920626041666665,73.624714375,4.94689625,434.04,64316.54,890.56,,production
2015-09-16,Well-E1,24.0,225.027478125,193.94675604166667,31.080722083333335,73.84938,3.9630064583333335,438.65,64702.0,887.5,,production
2015-09-17,Well-E1,24.0,220.58318979166665,189.575694375,31.007495416666668,76.780525625,3.371948541666667,515.22,76528.74,931.11,,production
2015-09-18,Well-E1,24.0,214.003685,183.17099895833334,30.832686041666665,79.77926833333333,2.250710625,614.6,89918.26,1061.29,,production
2015-09-19,Well-E1,24.0,211.50218395833335,182.97533041666668,28.526853541666668,72.65986,1.07988875,509.6,74359.25,765.82,,production
2015-09-20,Well-E1,8.30847,217.5412459033011,192.87613328356485,24.665112619736245,29.3560093272889,0.194397092172205,109.07,16388.92,176.43,,production
2015-09-21,Well-E1,0.0,227.64611,192.465,35.18111,15.71801,6.68327,0.0,0.0,0.0,,production
2015-09-22,Well-E1,0.0,229.3116,185.41564,43.89596,15.03226,14.1379,0.0,0.0,0.0,,production
2015-09-23,Well-E1,0.0,237.53079,181.65523,55.87556,16.34695,25.18705,0.0,0.0,0.0,,production
2015-09-24,Well-E1,0.0,242.00653,172.06463,69.9419,13.4586,39.35964,0.0,0.0,0.0,,production
2015-09-25,Well-E1,0.0,246.1143,164.26231,81.85199,14.01943,51.21635,0.0,0.0,0.0,,production
2015-09-26,Well-E1,0.0,254.84336,164.4231,90.42026,16.22582,59.68505,0.0,0.0,0.0,,production
2015-09-27,Well-E1,0.0,263.27294,167.45004,95.8229,15.41373,64.9305,0.0,0.0,0.0,,production
2015-09-28,Well-E1,0.0,268.06329,169.14276,98.92053,14.34642,68.1909,0.0,0.0,0.0,,production
2015-09-29,Well-E1,0.0,271.15538,170.18019,100.97519,13.93011,70.43549,0.0,0.0,0.0,,production
2015-09-30,Well-E1,0.0,273.99332,171.15993,102.83339,13.75517,72.18973,0.0,0.0,0.0,,production
2015-10-01,Well-E1,0.0,276.82822,172.12753,104.70069,13.89245,74.04521,0.0,0.0,0.0,,production
2015-10-02,Well-E1,0.0,279.43495,172.98579,106.44916,13.77103,75.79517,0.0,0.0,0.0,,production
2015-10-03,Well-E1,0.0,281.72672,173.67191,108.05481,14.27212,77.33563,0.0,0.0,0.0,,production
2015-10-04,Well-E1,0.0,283.89671,174.28486,109.61185,15.11107,78.71737,0.0,0.0,0.0,,production
